Id	Cluster	Interpretation	Family
117737	17	Primary vent	Compressor
117937	30	Temperature	Turbine
117717	31	Significantly different	Monitoring
117692	24	Temperature	Bearing
117763	17	Primary vent	Compressor
117723	6	Antisurge	Valve
117772	33	Inlet pressure	Air
117729	23	Resistence	Transmitter
117770	29	Fuel gas	Combustion
117768	1	Vibration	Turbine
117761	34	Bleed	Valve
117766	30	Temperature	Turbine
117810	11	Out of normal range	Monitoring
117764	23	Resistence	Transmitter
117812	30	Temperature	Turbine
117771	34	Bleed	Valve
117843	27	Damage	Bearing
117845	16	ABAL system	Combustion
117831	13	Lean/Lean mode	Combustion
117822	11	Out of normal range	Monitoring
117821	34	Bleed	Valve
117855	13	Lean/Lean mode	Combustion
117860	20	Hydraulic oil filter pressure	Oil
117870	17	Primary vent	Compressor
117876	30	Temperature	Turbine
117873	32	Consumption	Oil
117922	29	Fuel gas	Combustion
117923	1	Vibration	Turbine
117932	7	Sump/Scavange	Oil
117964	26	Gas	Seal
117927	30	Temperature	Turbine
117955	4	Unrealistic trend	Monitoring
117976	30	Temperature	Turbine
117996	13	Lean/Lean mode	Combustion
118088	4	Unrealistic trend	Monitoring
117990	4	Unrealistic trend	Monitoring
118228	30	Temperature	Turbine
118041	30	Temperature	Turbine
118044	12	Discharge temperature	Compressor
118058	28	Flame	Combustion
118047	35	Supply temperature	Oil
118070	1	Vibration	Turbine
118057	23	Resistence	Transmitter
118210	34	Bleed	Valve
118128	7	Sump/Scavange	Oil
118144	30	Temperature	Turbine
118089	30	Temperature	Turbine
118092	24	Temperature	Bearing
118098	5	Speed shaft	GearBox
118233	14	Tank level	OIl
118109	32	Consumption	Oil
118200	19	 Exhaust thermocouple	Turbine
118205	7	Sump/Scavange	Oil
118230	22	Filter	Air
118225	30	Temperature	Turbine
118246	7	Sump/Scavange	Oil
118234	7	Sump/Scavange	Oil
118215	35	Supply temperature	Oil
118241	30	Temperature	Turbine
118245	34	Bleed	Valve
118267	2	Acquisition loop	Monitoring
118288	17	Primary vent	Compressor
118266	31	Significantly different	Monitoring
118289	28	Flame	Combustion
118263	34	Bleed	Valve
118293	4	Unrealistic trend	Monitoring
118270	4	Unrealistic trend	Monitoring
118305	17	Primary vent	Compressor
118277	4	Unrealistic trend	Monitoring
118264	16	ABAL system	Combustion
118265	9	High standard deviation	Monitoring
118310	7	Sump/Scavange	Oil
118331	16	ABAL system	Combustion
118306	21	Gas	Turbine
118349	34	Bleed	Valve
118365	4	Unrealistic trend	Monitoring
118371	2	Acquisition loop	Monitoring
118321	24	Temperature	Bearing
118377	7	Sump/Scavange	Oil
118376	28	Flame	Combustion
118323	27	Damage	Bearing
118393	34	Bleed	Valve
118352	21	Gas	Turbine
118402	4	Unrealistic trend	Monitoring
118397	28	Flame	Combustion
118656	30	Temperature	Turbine
118489	13	Lean/Lean mode	Combustion
118506	13	Lean/Lean mode	Combustion
118507	4	Unrealistic trend	Monitoring
118554	13	Lean/Lean mode	Combustion
118548	29	Fuel gas	Combustion
118547	30	Temperature	Turbine
118626	23	Resistence	Transmitter
118624	31	Significantly different	Monitoring
118651	16	ABAL system	Combustion
118661	30	Temperature	Turbine
118774	34	Bleed	Valve
118782	14	Tank level	OIl
118777	30	Temperature	Turbine
118668	3	Header temperature	Oil
118698	30	Temperature	Turbine
118722	23	Resistence	Transmitter
118702	21	Gas	Turbine
118733	28	Flame	Combustion
118734	30	Temperature	Turbine
118708	30	Temperature	Turbine
118749	24	Temperature	Bearing
118987	9	High standard deviation	Monitoring
118904	2	Acquisition loop	Monitoring
118775	19	 Exhaust thermocouple	Turbine
118925	12	Discharge temperature	Compressor
118745	9	High standard deviation	Monitoring
118750	28	Flame	Combustion
118834	34	Bleed	Valve
118759	11	Out of normal range	Monitoring
118832	13	Lean/Lean mode	Combustion
118837	11	Out of normal range	Monitoring
118843	2	Acquisition loop	Monitoring
118814	7	Sump/Scavange	Oil
118847	30	Temperature	Turbine
118803	1	Vibration	Turbine
119162	5	Speed shaft	GearBox
118908	35	Supply temperature	Oil
118841	17	Primary vent	Compressor
118944	32	Consumption	Oil
118886	30	Temperature	Turbine
118892	5	Speed shaft	GearBox
119073	32	Consumption	Oil
118929	30	Temperature	Turbine
118932	4	Unrealistic trend	Monitoring
118930	12	Discharge temperature	Compressor
118867	14	Tank level	OIl
118891	3	Header temperature	Oil
118868	4	Unrealistic trend	Monitoring
118902	13	Lean/Lean mode	Combustion
118928	24	Temperature	Bearing
118921	12	Discharge temperature	Compressor
119070	9	High standard deviation	Monitoring
119004	33	Inlet pressure	Air
118927	35	Supply temperature	Oil
119091	11	Out of normal range	Monitoring
118945	1	Vibration	Turbine
118937	30	Temperature	Turbine
119039	7	Sump/Scavange	Oil
119054	35	Supply temperature	Oil
119032	12	Discharge temperature	Compressor
119037	2	Acquisition loop	Monitoring
119060	30	Temperature	Turbine
119033	30	Temperature	Turbine
119269	17	Primary vent	Compressor
119035	26	Gas	Seal
119036	3	Header temperature	Oil
119038	4	Unrealistic trend	Monitoring
119088	18	Ventilation	Turbine
119069	34	Bleed	Valve
119119	12	Discharge temperature	Compressor
119106	29	Fuel gas	Combustion
119120	24	Temperature	Bearing
119146	24	Temperature	Bearing
119126	21	Gas	Turbine
119155	13	Lean/Lean mode	Combustion
119159	33	Inlet pressure	Air
119184	29	Fuel gas	Combustion
119158	22	Filter	Air
119154	4	Unrealistic trend	Monitoring
119132	18	Ventilation	Turbine
119189	10	Drive end	Compressor
119196	20	Hydraulic oil filter pressure	Oil
119140	25	Tank pressure	Oil
119216	33	Inlet pressure	Air
119211	30	Temperature	Turbine
119260	29	Fuel gas	Combustion
119218	11	Out of normal range	Monitoring
119207	17	Primary vent	Compressor
119277	2	Acquisition loop	Monitoring
119271	21	Gas	Turbine
119283	4	Unrealistic trend	Monitoring
119329	30	Temperature	Turbine
119320	26	Gas	Seal
119323	26	Gas	Seal
119319	34	Bleed	Valve
119386	9	High standard deviation	Monitoring
119325	26	Gas	Seal
119328	5	Speed shaft	GearBox
119382	4	Unrealistic trend	Monitoring
119356	30	Temperature	Turbine
119392	11	Out of normal range	Monitoring
119390	11	Out of normal range	Monitoring
119383	24	Temperature	Bearing
119414	14	Tank level	OIl
119393	13	Lean/Lean mode	Combustion
119365	27	Damage	Bearing
119370	4	Unrealistic trend	Monitoring
119372	15	Speed	Clutch
119384	15	Speed	Clutch
119413	25	Tank pressure	Oil
119473	12	Discharge temperature	Compressor
119608	9	High standard deviation	Monitoring
119451	19	 Exhaust thermocouple	Turbine
119476	6	Antisurge	Valve
119498	14	Tank level	OIl
119564	27	Damage	Bearing
119478	30	Temperature	Turbine
119551	13	Lean/Lean mode	Combustion
119594	24	Temperature	Bearing
119611	4	Unrealistic trend	Monitoring
119545	13	Lean/Lean mode	Combustion
119561	9	High standard deviation	Monitoring
119529	14	Tank level	OIl
119562	14	Tank level	OIl
119596	21	Gas	Turbine
119648	24	Temperature	Bearing
119612	4	Unrealistic trend	Monitoring
119662	7	Sump/Scavange	Oil
119667	13	Lean/Lean mode	Combustion
119822	10	Drive end	Compressor
119752	15	Speed	Clutch
119829	30	Temperature	Turbine
119708	30	Temperature	Turbine
119769	24	Temperature	Bearing
119758	30	Temperature	Turbine
119676	4	Unrealistic trend	Monitoring
119714	2	Acquisition loop	Monitoring
119788	11	Out of normal range	Monitoring
119823	9	High standard deviation	Monitoring
119776	13	Lean/Lean mode	Combustion
119839	24	Temperature	Bearing
119828	7	Sump/Scavange	Oil
119790	13	Lean/Lean mode	Combustion
119841	35	Supply temperature	Oil
119830	26	Gas	Seal
119789	26	Gas	Seal
119791	7	Sump/Scavange	Oil
119840	13	Lean/Lean mode	Combustion
119868	23	Resistence	Transmitter
119810	30	Temperature	Turbine
119842	13	Lean/Lean mode	Combustion
119847	30	Temperature	Turbine
119906	16	ABAL system	Combustion
119940	15	Speed	Clutch
119916	29	Fuel gas	Combustion
119878	4	Unrealistic trend	Monitoring
120102	24	Temperature	Bearing
119900	21	Gas	Turbine
119942	14	Tank level	OIl
119946	29	Fuel gas	Combustion
119947	1	Vibration	Turbine
119943	30	Temperature	Turbine
120017	1	Vibration	Turbine
119963	7	Sump/Scavange	Oil
119971	4	Unrealistic trend	Monitoring
120013	30	Temperature	Turbine
120014	22	Filter	Air
119999	5	Speed shaft	GearBox
120020	17	Primary vent	Compressor
120027	11	Out of normal range	Monitoring
120040	7	Sump/Scavange	Oil
120035	16	ABAL system	Combustion
120093	5	Speed shaft	GearBox
120056	30	Temperature	Turbine
120032	4	Unrealistic trend	Monitoring
120089	13	Lean/Lean mode	Combustion
120063	7	Sump/Scavange	Oil
120038	16	ABAL system	Combustion
120054	19	 Exhaust thermocouple	Turbine
120059	30	Temperature	Turbine
120088	18	Ventilation	Turbine
120058	4	Unrealistic trend	Monitoring
120077	30	Temperature	Turbine
120092	28	Flame	Combustion
120111	2	Acquisition loop	Monitoring
120119	23	Resistence	Transmitter
120142	8	Mineral oil filter pressure	Oil
120216	30	Temperature	Turbine
120147	35	Supply temperature	Oil
120154	8	Mineral oil filter pressure	Oil
120151	1	Vibration	Turbine
120153	10	Drive end	Compressor
120214	26	Gas	Seal
120227	30	Temperature	Turbine
120252	25	Tank pressure	Oil
144653	25	Tank pressure	Oil
120230	30	Temperature	Turbine
120210	35	Supply temperature	Oil
120305	30	Temperature	Turbine
120261	14	Tank level	OIl
120317	4	Unrealistic trend	Monitoring
120265	34	Bleed	Valve
120298	14	Tank level	OIl
120354	15	Speed	Clutch
120365	30	Temperature	Turbine
120311	29	Fuel gas	Combustion
120384	29	Fuel gas	Combustion
120320	4	Unrealistic trend	Monitoring
120351	30	Temperature	Turbine
120329	13	Lean/Lean mode	Combustion
120362	29	Fuel gas	Combustion
120328	9	High standard deviation	Monitoring
120363	35	Supply temperature	Oil
120371	26	Gas	Seal
120375	34	Bleed	Valve
120385	30	Temperature	Turbine
120391	26	Gas	Seal
120428	23	Resistence	Transmitter
120424	1	Vibration	Turbine
120451	34	Bleed	Valve
120473	24	Temperature	Bearing
120456	5	Speed shaft	GearBox
120490	26	Gas	Seal
120494	35	Supply temperature	Oil
120527	7	Sump/Scavange	Oil
120551	9	High standard deviation	Monitoring
120492	11	Out of normal range	Monitoring
120537	28	Flame	Combustion
120496	30	Temperature	Turbine
120557	9	High standard deviation	Monitoring
120503	6	Antisurge	Valve
120560	9	High standard deviation	Monitoring
120508	15	Speed	Clutch
120523	14	Tank level	OIl
120552	4	Unrealistic trend	Monitoring
120546	4	Unrealistic trend	Monitoring
120544	23	Resistence	Transmitter
120539	11	Out of normal range	Monitoring
120563	16	ABAL system	Combustion
120605	13	Lean/Lean mode	Combustion
120578	34	Bleed	Valve
120600	28	Flame	Combustion
120609	14	Tank level	OIl
120576	7	Sump/Scavange	Oil
120597	31	Significantly different	Monitoring
120612	32	Consumption	Oil
120599	33	Inlet pressure	Air
120608	33	Inlet pressure	Air
120583	34	Bleed	Valve
120624	11	Out of normal range	Monitoring
120633	13	Lean/Lean mode	Combustion
120638	4	Unrealistic trend	Monitoring
120651	10	Drive end	Compressor
120628	7	Sump/Scavange	Oil
120653	4	Unrealistic trend	Monitoring
120656	20	Hydraulic oil filter pressure	Oil
120668	21	Gas	Turbine
120660	21	Gas	Turbine
120854	9	High standard deviation	Monitoring
120897	12	Discharge temperature	Compressor
120871	27	Damage	Bearing
120890	12	Discharge temperature	Compressor
120941	14	Tank level	OIl
120974	14	Tank level	OIl
120938	3	Header temperature	Oil
120891	34	Bleed	Valve
120933	21	Gas	Turbine
120949	4	Unrealistic trend	Monitoring
120937	34	Bleed	Valve
120948	19	 Exhaust thermocouple	Turbine
121052	24	Temperature	Bearing
120998	22	Filter	Air
121002	22	Filter	Air
121074	2	Acquisition loop	Monitoring
121076	22	Filter	Air
120988	7	Sump/Scavange	Oil
121022	4	Unrealistic trend	Monitoring
121270	11	Out of normal range	Monitoring
121208	19	 Exhaust thermocouple	Turbine
121291	10	Drive end	Compressor
121224	22	Filter	Air
121256	13	Lean/Lean mode	Combustion
121284	15	Speed	Clutch
121202	6	Antisurge	Valve
121271	34	Bleed	Valve
121265	13	Lean/Lean mode	Combustion
121298	9	High standard deviation	Monitoring
121283	4	Unrealistic trend	Monitoring
121311	5	Speed shaft	GearBox
121337	23	Resistence	Transmitter
121403	14	Tank level	OIl
121394	30	Temperature	Turbine
121411	9	High standard deviation	Monitoring
121489	1	Vibration	Turbine
121468	26	Gas	Seal
121463	9	High standard deviation	Monitoring
121482	25	Tank pressure	Oil
121534	6	Antisurge	Valve
121535	30	Temperature	Turbine
121569	7	Sump/Scavange	Oil
121533	25	Tank pressure	Oil
121719	33	Inlet pressure	Air
121616	24	Temperature	Bearing
121599	26	Gas	Seal
121615	30	Temperature	Turbine
121578	4	Unrealistic trend	Monitoring
121655	13	Lean/Lean mode	Combustion
121580	7	Sump/Scavange	Oil
121649	4	Unrealistic trend	Monitoring
121669	4	Unrealistic trend	Monitoring
121717	28	Flame	Combustion
121694	21	Gas	Turbine
121709	14	Tank level	OIl
121710	1	Vibration	Turbine
121714	10	Drive end	Compressor
121716	24	Temperature	Bearing
121724	22	Filter	Air
121722	33	Inlet pressure	Air
121757	23	Resistence	Transmitter
121781	31	Significantly different	Monitoring
121723	4	Unrealistic trend	Monitoring
121809	30	Temperature	Turbine
121751	30	Temperature	Turbine
121743	27	Damage	Bearing
121745	17	Primary vent	Compressor
121817	13	Lean/Lean mode	Combustion
121829	5	Speed shaft	GearBox
121852	5	Speed shaft	GearBox
121828	30	Temperature	Turbine
121848	3	Header temperature	Oil
121839	30	Temperature	Turbine
121878	11	Out of normal range	Monitoring
121881	20	Hydraulic oil filter pressure	Oil
121883	11	Out of normal range	Monitoring
121890	32	Consumption	Oil
121895	30	Temperature	Turbine
121898	13	Lean/Lean mode	Combustion
121940	12	Discharge temperature	Compressor
122027	4	Unrealistic trend	Monitoring
121935	6	Antisurge	Valve
121953	4	Unrealistic trend	Monitoring
121939	23	Resistence	Transmitter
121970	19	 Exhaust thermocouple	Turbine
121996	1	Vibration	Turbine
122002	5	Speed shaft	GearBox
121942	4	Unrealistic trend	Monitoring
121948	30	Temperature	Turbine
122128	30	Temperature	Turbine
122069	25	Tank pressure	Oil
122115	2	Acquisition loop	Monitoring
122101	11	Out of normal range	Monitoring
122097	23	Resistence	Transmitter
122083	2	Acquisition loop	Monitoring
122137	25	Tank pressure	Oil
122167	13	Lean/Lean mode	Combustion
122237	1	Vibration	Turbine
122280	5	Speed shaft	GearBox
122274	12	Discharge temperature	Compressor
122224	30	Temperature	Turbine
122214	25	Tank pressure	Oil
122194	25	Tank pressure	Oil
122222	13	Lean/Lean mode	Combustion
122236	12	Discharge temperature	Compressor
122316	5	Speed shaft	GearBox
122365	24	Temperature	Bearing
122393	4	Unrealistic trend	Monitoring
122390	26	Gas	Seal
122371	17	Primary vent	Compressor
122403	33	Inlet pressure	Air
122400	19	 Exhaust thermocouple	Turbine
122506	1	Vibration	Turbine
122486	30	Temperature	Turbine
122463	34	Bleed	Valve
122499	1	Vibration	Turbine
122552	13	Lean/Lean mode	Combustion
122542	10	Drive end	Compressor
122520	3	Header temperature	Oil
122543	17	Primary vent	Compressor
122516	15	Speed	Clutch
122588	35	Supply temperature	Oil
122592	9	High standard deviation	Monitoring
122601	17	Primary vent	Compressor
122603	30	Temperature	Turbine
122610	22	Filter	Air
122575	6	Antisurge	Valve
122612	2	Acquisition loop	Monitoring
122611	13	Lean/Lean mode	Combustion
122626	4	Unrealistic trend	Monitoring
122615	13	Lean/Lean mode	Combustion
122604	4	Unrealistic trend	Monitoring
122595	11	Out of normal range	Monitoring
122609	17	Primary vent	Compressor
122613	21	Gas	Turbine
122619	35	Supply temperature	Oil
122630	1	Vibration	Turbine
122631	15	Speed	Clutch
122709	34	Bleed	Valve
122682	21	Gas	Turbine
122766	13	Lean/Lean mode	Combustion
122726	30	Temperature	Turbine
122768	25	Tank pressure	Oil
122739	30	Temperature	Turbine
122748	24	Temperature	Bearing
122835	23	Resistence	Transmitter
122792	21	Gas	Turbine
122823	24	Temperature	Bearing
122887	35	Supply temperature	Oil
122836	17	Primary vent	Compressor
122861	11	Out of normal range	Monitoring
122853	34	Bleed	Valve
122889	15	Speed	Clutch
122908	29	Fuel gas	Combustion
122944	4	Unrealistic trend	Monitoring
123000	18	Ventilation	Turbine
122954	2	Acquisition loop	Monitoring
123012	29	Fuel gas	Combustion
122974	21	Gas	Turbine
123073	14	Tank level	OIl
123412	9	High standard deviation	Monitoring
123146	33	Inlet pressure	Air
123144	15	Speed	Clutch
123117	19	 Exhaust thermocouple	Turbine
123162	7	Sump/Scavange	Oil
123185	33	Inlet pressure	Air
123157	30	Temperature	Turbine
123196	22	Filter	Air
123164	30	Temperature	Turbine
123165	32	Consumption	Oil
123939	30	Temperature	Turbine
123195	21	Gas	Turbine
123188	15	Speed	Clutch
123232	30	Temperature	Turbine
123233	11	Out of normal range	Monitoring
123259	25	Tank pressure	Oil
123229	16	ABAL system	Combustion
123245	35	Supply temperature	Oil
123255	9	High standard deviation	Monitoring
123276	34	Bleed	Valve
123304	23	Resistence	Transmitter
123296	1	Vibration	Turbine
123345	16	ABAL system	Combustion
123289	30	Temperature	Turbine
123417	21	Gas	Turbine
123374	11	Out of normal range	Monitoring
123295	35	Supply temperature	Oil
123379	3	Header temperature	Oil
123359	25	Tank pressure	Oil
123312	9	High standard deviation	Monitoring
123317	2	Acquisition loop	Monitoring
123336	7	Sump/Scavange	Oil
123337	11	Out of normal range	Monitoring
123354	16	ABAL system	Combustion
123399	8	Mineral oil filter pressure	Oil
123346	34	Bleed	Valve
123378	19	 Exhaust thermocouple	Turbine
124464	7	Sump/Scavange	Oil
123383	4	Unrealistic trend	Monitoring
